Indicator,Group,State,Subgroup,Phase,"Time Period","Time Period Label","Time Period Start Date","Time Period End Date",Value,LowCI,HighCI,"Confidence Interval","Quartile range","Quartile number","Suppression Flag"
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","By State","New York","New York",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,11.8,7.7,17,"7.7 - 17.0",10.5-13.8,1,
"Ever had COVID","National Estimate","United States","United States",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,45.1,44.3,46,"44.3 - 46.0",,,
"Ever had COVID","By Age","United States","18 - 29 years",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,52.8,50.3,55.2,"50.3 - 55.2",,,
"Ever had COVID","By Age","United States","30 - 39 years",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,51.4,49.6,53.2,"49.6 - 53.2",,,
"Ever had COVID","By Age","United States","40 - 49 years",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,52.1,50,54.3,"50.0 - 54.3",,,
"Ever had COVID","By Age","United States","50 - 59 years",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,46.1,43.9,48.4,"43.9 - 48.4",,,
"Ever had COVID","By Age","United States","60 - 69 years",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,35.5,33.7,37.4,"33.7 - 37.4",,,
"Ever had COVID","By Age","United States","70 - 79 years",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,29,26.7,31.3,"26.7 - 31.3",,,
"Ever had COVID","By Age","United States","80 years and above",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,24.6,19.8,30,"19.8 - 30.0",,,
"Ever had COVID","By Sex","United States",Male,3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,42.8,41.4,44.2,"41.4 - 44.2",,,
"Ever had COVID","By Sex","United States",Female,3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,47.4,46.3,48.5,"46.3 - 48.5",,,
"Ever had COVID","By Gender identity","United States","Cis-gender male",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,42.7,41.4,44.2,"41.4 - 44.2",,,
"Ever had COVID","By Gender identity","United States","Cis-gender female",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,47.5,46.4,48.6,"46.4 - 48.6",,,
"Ever had COVID","By Gender identity","United States",Transgender,3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,39.8,31.4,48.7,"31.4 - 48.7",,,
"Ever had COVID","By Sexual orientation","United States","Gay or lesbian",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,43.9,39.1,48.7,"39.1 - 48.7",,,
"Ever had COVID","By Sexual orientation","United States",Straight,3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,45.1,44.2,45.9,"44.2 - 45.9",,,
"Ever had COVID","By Sexual orientation","United States",Bisexual,3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,47.8,43.2,52.5,"43.2 - 52.5",,,
"Ever had COVID","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,52.5,49.4,55.5,"49.4 - 55.5",,,
"Ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,44,43.1,44.9,"43.1 - 44.9",,,
"Ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,38.2,35.8,40.7,"35.8 - 40.7",,,
"Ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,46.6,42.8,50.4,"42.8 - 50.4",,,
"Ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,49,45.2,52.8,"45.2 - 52.8",,,
"Ever had COVID","By Education","United States","Less than a high school diploma",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,44.6,39.9,49.4,"39.9 - 49.4",,,
"Ever had COVID","By Education","United States","High school diploma or GED",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,41.7,39.8,43.6,"39.8 - 43.6",,,
"Ever had COVID","By Education","United States","Some college/Associate's degree",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,47.2,45.9,48.5,"45.9 - 48.5",,,
"Ever had COVID","By Education","United States","Bachelor's degree or higher",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,46.6,45.7,47.5,"45.7 - 47.5",,,
"Ever had COVID","By Disability status","United States","With disability",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,42.5,40.1,44.9,"40.1 - 44.9",,,
"Ever had COVID","By Disability status","United States","Without disability",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,44.7,43.6,45.7,"43.6 - 45.7",,,
"Ever had COVID","By State","New York","New York",3.5,48,"Jul 27 - Aug 8, 2022",7/27/2022,8/8/2022,50.5,45.5,55.4,"45.5 - 55.4",46.6-50.5,4,
"Ever experienced long COVID, as a percentage of all adults","National Estimate","United States","United States",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,14.2,13.6,14.7,"13.6 - 14.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,14.9,13,16.9,"13.0 - 16.9",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,16,14.8,17.2,"14.8 - 17.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,17.6,16,19.3,"16.0 - 19.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,16,14.5,17.5,"14.5 - 17.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,11.4,10.3,12.6,"10.3 - 12.6",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,8.1,6.9,9.4,"6.9 - 9.4",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,6.4,4.1,9.4,"4.1 - 9.4",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Male,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,10.9,10.1,11.8,"10.1 - 11.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Female,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,17.3,16.5,18,"16.5 - 18.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,10.8,9.9,11.7,"9.9 - 11.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,17.2,16.4,18,"16.4 - 18.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,24.5,16.8,33.5,"16.8 - 33.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,16.1,12.9,19.7,"12.9 - 19.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,13.6,13,14.2,"13.0 - 14.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,20.6,17.6,23.9,"17.6 - 23.9",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,17.6,16,19.3,"16.0 - 19.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,13.7,12.9,14.4,"12.9 - 14.4",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,12.2,10.7,13.8,"10.7 - 13.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,8.3,6.4,10.6,"6.4 - 10.6",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,19.2,16.6,21.9,"16.6 - 21.9",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Less than a high school diploma",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,18.6,14.8,23,"14.8 - 23.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","High school diploma or GED",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,12.9,11.7,14.3,"11.7 - 14.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Some college/Associate's degree",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,17.2,16.2,18.3,"16.2 - 18.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Bachelor's degree or higher",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,11.5,10.9,12,"10.9 - 12.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,22.4,20.6,24.3,"20.6 - 24.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,12.2,11.6,12.8,"11.6 - 12.8",,,
"Ever experienced long COVID, as a percentage of all adults","By State","New York","New York",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,15.8,12.1,20.2,"12.1 - 20.2",14.3-16.0,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","National Estimate","United States","United States",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,29.6,28.6,30.7,"28.6 - 30.7",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","18 - 29 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,27.1,24.1,30.2,"24.1 - 30.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","30 - 39 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,28.7,26.8,30.6,"26.8 - 30.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","40 - 49 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,31.9,29.2,34.6,"29.2 - 34.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","50 - 59 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,33.9,31.4,36.5,"31.4 - 36.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","60 - 69 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,29.6,27.1,32.1,"27.1 - 32.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","70 - 79 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,25.3,21.9,28.9,"21.9 - 28.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","80 years and above",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,20.4,12.7,30.1,"12.7 - 30.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Male,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,23.5,21.8,25.2,"21.8 - 25.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Female,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,35.1,33.8,36.4,"33.8 - 36.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender male",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,23.2,21.4,25,"21.4 - 25.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender female",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,34.8,33.5,36.2,"33.5 - 36.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States",Transgender,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,38.6,25.8,52.7,"25.8 - 52.7",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States","Gay or lesbian",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,32.9,27.6,38.4,"27.6 - 38.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Straight,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,28.6,27.5,29.6,"27.5 - 29.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Bisexual,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,37.5,32.5,42.8,"32.5 - 42.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,33.2,30.4,36.2,"30.4 - 36.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,28.7,27.3,30.2,"27.3 - 30.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,29.6,26.5,32.8,"26.5 - 32.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,19.1,14.8,24,"14.8 - 24.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,35.9,31.3,40.7,"31.3 - 40.7",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Less than a high school diploma",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,42.5,35.7,49.4,"35.7 - 49.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","High school diploma or GED",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,29.2,26.8,31.6,"26.8 - 31.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Some college/Associate's degree",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,34.8,33,36.6,"33.0 - 36.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Bachelor's degree or higher",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,22.6,21.7,23.6,"21.7 - 23.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","With disability",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,48.6,45.5,51.7,"45.5 - 51.7",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","Without disability",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,25.7,24.5,26.9,"24.5 - 26.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By State","New York","New York",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,29.9,23.6,36.8,"23.6 - 36.8",26.1-29.9,2,
"Currently experiencing long COVID, as a percentage of all adults","National Estimate","United States","United States",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,7.2,6.7,7.7,"6.7 - 7.7",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,5.8,4.8,7,"4.8 - 7.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,7.6,6.6,8.8,"6.6 - 8.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,9,7.8,10.3,"7.8 - 10.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,8.5,7.4,9.8,"7.4 - 9.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,6.5,5.6,7.4,"5.6 - 7.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,5.2,4.1,6.5,"4.1 - 6.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,4.8,2.6,8.1,"2.6 - 8.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Male,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,5.6,4.9,6.3,"4.9 - 6.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Female,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,8.7,8.1,9.3,"8.1 - 9.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,5.4,4.7,6.1,"4.7 - 6.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,8.7,8,9.3,"8.0 - 9.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,17,10.1,26.1,"10.1 - 26.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,7.2,4.9,10.1,"4.9 - 10.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,7,6.4,7.5,"6.4 - 7.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,10,7.6,12.8,"7.6 - 12.8",,,
